post_id,user_id,Electronics_Gadgets,Furniture,Outdoor_Gear,Beauty_Products,Accessories,Male,Female,Other,Age
1380018,1200001,3.0,0.0,0.0,0.0,0.0,1,0,0,32
1380018,1260019,3.0,0.0,0.0,0.0,0.0,1,0,0,20
1380018,1260017,3.0,0.0,0.0,0.0,0.0,1,0,0,20
1380018,1260022,3.0,0.0,0.0,0.0,0.0,1,0,0,50
1380018,1260023,3.0,0.0,0.0,0.0,0.0,0,1,0,31
1380018,1260025,3.0,0.0,0.0,0.0,0.0,1,0,0,21
1380018,1260036,3.0,0.0,0.0,0.0,0.0,1,0,0,21
1380021,1260003,3.0,0.0,0.0,0.0,0.0,0,1,0,24
1380021,1260004,10.5,0.0,0.0,0.0,0.0,1,0,0,30
1380021,1260019,3.0,0.0,0.0,0.0,0.0,1,0,0,20
1380021,1260022,3.0,0.0,0.0,0.0,0.0,1,0,0,50
1380021,1260024,3.0,0.0,0.0,0.0,0.0,1,0,0,20
1380021,1260026,3.0,0.0,0.0,0.0,0.0,1,0,0,21
1380032,1260020,3.0,0.0,0.0,0.0,0.0,1,0,0,21
1380033,1260020,3.0,0.0,0.0,0.0,0.0,1,0,0,21
1380033,1260023,3.0,0.0,0.0,0.0,0.0,0,1,0,31
1380053,1260019,3.0,0.0,0.0,0.0,0.0,1,0,0,20
1380053,1260020,3.0,0.0,0.0,0.0,0.0,1,0,0,21
1380053,1260021,3.0,0.0,0.0,0.0,0.0,1,0,0,34
1380053,1260022,3.0,0.0,0.0,0.0,0.0,1,0,0,50
1380053,1260023,3.0,0.0,0.0,0.0,0.0,0,1,0,31
1380053,1260018,3.0,0.0,0.0,0.0,0.0,0,1,0,24
1380053,1260005,3.0,0.0,0.0,0.0,0.0,1,0,0,21
1380054,1260018,3.0,0.0,0.0,0.0,0.0,0,1,0,24
1380054,1260025,4.5,0.0,0.0,0.0,0.0,1,0,0,21
1380054,1260005,3.0,0.0,0.0,0.0,0.0,1,0,0,21
1380055,1260018,3.0,0.0,0.0,0.0,0.0,0,1,0,24
1380055,1260021,3.0,0.0,0.0,0.0,0.0,1,0,0,34
1380055,1260005,3.0,0.0,0.0,0.0,0.0,1,0,0,21
1380056,1260005,3.0,0.0,0.0,0.0,0.0,1,0,0,21
1380062,1260021,3.0,0.0,0.0,0.0,0.0,1,0,0,34
1380062,1260005,3.0,0.0,0.0,0.0,0.0,1,0,0,21
1380087,1260036,1.5,0.0,0.0,0.0,0.0,1,0,0,21
1380087,1260005,3.0,0.0,0.0,0.0,0.0,1,0,0,21
1380101,1260005,9.0,0.0,0.0,0.0,0.0,1,0,0,21
1380128,1260005,3.0,0.0,0.0,0.0,0.0,1,0,0,21
1380128,1260039,1.5,0.0,0.0,0.0,0.0,0,1,0,19
1380057,1260026,0.0,3.0,0.0,0.0,0.0,1,0,0,21
1380057,1260005,0.0,3.0,0.0,0.0,0.0,1,0,0,21
1380058,1260021,0.0,3.0,0.0,0.0,0.0,1,0,0,34
1380058,1260005,0.0,3.0,0.0,0.0,0.0,1,0,0,21
1380078,1170001,0.0,0.0,3.0,0.0,0.0,1,0,0,20
1380084,1260005,0.0,0.0,1.5,0.0,0.0,1,0,0,21
1380074,1260005,0.0,0.0,0.0,3.0,0.0,1,0,0,21
1380074,1170001,0.0,0.0,0.0,3.0,0.0,1,0,0,20
1380085,1170001,0.0,0.0,0.0,3.0,0.0,1,0,0,20
1380090,1260005,0.0,0.0,0.0,3.0,0.0,1,0,0,21
1380094,1260005,0.0,0.0,0.0,3.0,0.0,1,0,0,21
1380109,1170001,0.0,0.0,0.0,3.0,0.0,1,0,0,20
1380031,1260005,0.0,0.0,0.0,0.0,3.0,1,0,0,21
1380031,1260006,0.0,0.0,0.0,0.0,3.0,0,1,0,21
1380031,1140001,0.0,0.0,0.0,0.0,3.0,1,0,0,21
1380031,1260020,0.0,0.0,0.0,0.0,3.0,1,0,0,21
1380031,1260017,0.0,0.0,0.0,0.0,3.0,1,0,0,20
1380031,1260022,0.0,0.0,0.0,0.0,3.0,1,0,0,50
1380031,1260026,0.0,0.0,0.0,0.0,3.0,1,0,0,21
1380031,1260036,0.0,0.0,0.0,0.0,3.0,1,0,0,21
1380031,1170001,0.0,0.0,0.0,0.0,1.5,1,0,0,20
1380061,1260021,0.0,0.0,0.0,0.0,3.0,1,0,0,34
1380061,1260005,0.0,0.0,0.0,0.0,3.0,1,0,0,21
1380095,1260005,0.0,0.0,0.0,0.0,3.0,1,0,0,21
1380110,1170001,0.0,0.0,0.0,0.0,3.0,1,0,0,20
